feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Faecalimonas phoceensis AM97-06,Faecalimonas phoceensis OF02-4LB,0.79077,pos,0.79077,0,0
Faecalimonas phoceensis GCA_000156035,Faecalimonas phoceensis OF02-4LB,0.75534,pos,0.75534,0,0
Faecalimonas phoceensis GCA_013300945,Faecalimonas phoceensis OF02-4LB,0.58892,pos,0.58892,0,0
Faecalimonas phoceensis GCA_900104635,Faecalimonas phoceensis OF02-4LB,0.78809,pos,0.78809,0,0
Faecalimonas phoceensis GCA_902167955,Faecalimonas phoceensis OF02-4LB,0.78717,pos,0.78717,0,0
Faecalimonas phoceensis LG100-32,Faecalimonas phoceensis OF02-4LB,0.81027,pos,0.81027,0,0
Blautia_A sp. AF13-37,Faecalimonas sp. AM94-10pH9A,0.37881,pos,0.37881,0,0
Blautia_A sp. AF37-6AT,Faecalimonas sp. AM94-10pH9A,0.40939,pos,0.40939,0,0
Blautia_A wexlerae GCA_009881395,Faecalimonas sp. AM94-10pH9A,0.34436,pos,0.34436,0,0
Enterocloster bolteae AM27-28LB,Faecalimonas sp. AM94-10pH9A,0.31047,pos,0.31047,0,0
Enterocloster bolteae GCF_000154365,Faecalimonas sp. AM94-10pH9A,0.31401,pos,0.31401,0,0
Faecalimonas phoceensis 8080_1_69,Faecalimonas sp. AM94-10pH9A,0.71111,pos,0.71111,0,0
Faecalimonas phoceensis AM23-10LB,Faecalimonas sp. AM94-10pH9A,0.6037,pos,0.6037,0,0
Faecalimonas phoceensis AM97-06,Faecalimonas sp. AM94-10pH9A,0.66175,pos,0.66175,0,0
Faecalimonas phoceensis GCA_000156035,Faecalimonas sp. AM94-10pH9A,0.64585,pos,0.64585,0,0
Faecalimonas phoceensis GCA_013300945,Faecalimonas sp. AM94-10pH9A,0.45671,pos,0.45671,0,0
Faecalimonas phoceensis GCA_900104635,Faecalimonas sp. AM94-10pH9A,0.7035,pos,0.7035,0,0
Faecalimonas phoceensis GCA_902167955,Faecalimonas sp. AM94-10pH9A,0.64532,pos,0.64532,0,0
Faecalimonas phoceensis LG100-32,Faecalimonas sp. AM94-10pH9A,0.65951,pos,0.65951,0,0
Faecalimonas phoceensis OF02-4LB,Faecalimonas sp. AM94-10pH9A,0.63416,pos,0.63416,0,0
Blautia_A sp. AF13-37,Faecalimonas umbilicata AF94-35M2BA,0.41895,pos,0.41895,0,0
Blautia_A sp. AF37-6AT,Faecalimonas umbilicata AF94-35M2BA,0.37175,pos,0.37175,0,0
Faecalimonas phoceensis 8080_1_69,Faecalimonas umbilicata AF94-35M2BA,0.42209,pos,0.42209,0,0
Faecalimonas phoceensis AM23-10LB,Faecalimonas umbilicata AF94-35M2BA,0.33655,pos,0.33655,0,0
Faecalimonas phoceensis AM97-06,Faecalimonas umbilicata AF94-35M2BA,0.42473,pos,0.42473,0,0
Faecalimonas phoceensis GCA_000156035,Faecalimonas umbilicata AF94-35M2BA,0.41688,pos,0.41688,0,0
Faecalimonas phoceensis GCA_013300945,Faecalimonas umbilicata AF94-35M2BA,0.46742,pos,0.46742,0,0
Faecalimonas phoceensis GCA_900104635,Faecalimonas umbilicata AF94-35M2BA,0.42815,pos,0.42815,0,0
Faecalimonas phoceensis GCA_902167955,Faecalimonas umbilicata AF94-35M2BA,0.36953,pos,0.36953,0,0
Faecalimonas phoceensis LG100-32,Faecalimonas umbilicata AF94-35M2BA,0.4001,pos,0.4001,0,0
Faecalimonas phoceensis OF02-4LB,Faecalimonas umbilicata AF94-35M2BA,0.39451,pos,0.39451,0,0
Faecalimonas sp. AM94-10pH9A,Faecalimonas umbilicata AF94-35M2BA,0.4495,pos,0.4495,0,0
Blautia_A massiliensis GCA_009876855,Faecalimonas umbilicata AF94-39M2BA,0.32055,pos,0.32055,0,0
Blautia_A sp. AF37-6AT,Faecalimonas umbilicata AF94-39M2BA,0.30737,pos,0.30737,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens GCA_000146185,0.50883,pos,0.50883,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens GCA_000146185,0.52519,pos,0.52519,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens GCA_000146185,0.53269,pos,0.53269,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens GCA_000146185,0.52077,pos,0.52077,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens GCA_000146185,0.48635,pos,0.48635,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens GCA_000146185,0.53226,pos,0.53226,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens GCA_000146185,0.5092,pos,0.5092,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens GCA_000146185,0.52777,pos,0.52777,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens GCA_000146185,0.51141,pos,0.51141,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens GCA_000146185,0.36091,pos,0.36091,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens GCA_000146185,0.3566,pos,0.3566,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens GCA_000146185,0.36816,pos,0.36816,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens GCA_000146185,0.36733,pos,0.36733,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens GCA_000146185,0.39216,pos,0.39216,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens GCA_000146185,0.35351,pos,0.35351,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens GCA_000146185,0.38276,pos,0.38276,0,0
Agathobacter faecis GCA_015559645,Lachnospira eligens GCA_000146185,0.31153,pos,0.31153,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens GCA_000146185,0.39364,pos,0.39364,0,0
Agathobacter faecis TF10-5,Lachnospira eligens GCA_000146185,0.37205,pos,0.37205,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF06-14,0.49585,pos,0.49585,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF06-14,0.48744,pos,0.48744,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF06-14,0.49322,pos,0.49322,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF06-14,0.49824,pos,0.49824,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF06-14,0.45145,pos,0.45145,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF06-14,0.49199,pos,0.49199,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF06-14,0.47234,pos,0.47234,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF06-14,0.48817,pos,0.48817,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF06-14,0.48263,pos,0.48263,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AF06-14,0.35277,pos,0.35277,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AF06-14,0.34983,pos,0.34983,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AF06-14,0.364,pos,0.364,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AF06-14,0.34707,pos,0.34707,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AF06-14,0.38405,pos,0.38405,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens_A AF06-14,0.32492,pos,0.32492,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AF06-14,0.3599,pos,0.3599,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AF06-14,0.38027,pos,0.38027,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AF06-14,0.37114,pos,0.37114,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF06-14,0.88233,pos,0.88233,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF18-47,0.51466,pos,0.51466,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF18-47,0.49215,pos,0.49215,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF18-47,0.5185,pos,0.5185,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF18-47,0.5216,pos,0.5216,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF18-47,0.48089,pos,0.48089,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF18-47,0.51921,pos,0.51921,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF18-47,0.49715,pos,0.49715,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF18-47,0.51677,pos,0.51677,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF18-47,0.50618,pos,0.50618,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AF18-47,0.35672,pos,0.35672,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AF18-47,0.35691,pos,0.35691,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AF18-47,0.36778,pos,0.36778,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AF18-47,0.3471,pos,0.3471,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AF18-47,0.3886,pos,0.3886,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens_A AF18-47,0.32826,pos,0.32826,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AF18-47,0.36691,pos,0.36691,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AF18-47,0.38423,pos,0.38423,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AF18-47,0.37238,pos,0.37238,0,0
Enterocloster bolteae GCF_000154365,Lachnospira eligens_A AF18-47,0.32219,neg,-0.32219,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF18-47,0.87975,pos,0.87975,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF18-47,0.93687,pos,0.93687,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF35-21,0.51862,pos,0.51862,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF35-21,0.51553,pos,0.51553,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF35-21,0.53129,pos,0.53129,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF35-21,0.5389,pos,0.5389,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF35-21,0.4931,pos,0.4931,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF35-21,0.52938,pos,0.52938,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF35-21,0.50777,pos,0.50777,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF35-21,0.53092,pos,0.53092,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF35-21,0.51987,pos,0.51987,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AF35-21,0.34393,pos,0.34393,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AF35-21,0.34649,pos,0.34649,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AF35-21,0.35048,pos,0.35048,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AF35-21,0.33953,pos,0.33953,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AF35-21,0.37851,pos,0.37851,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens_A AF35-21,0.3311,pos,0.3311,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AF35-21,0.3583,pos,0.3583,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AF35-21,0.36758,pos,0.36758,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AF35-21,0.36474,pos,0.36474,0,0
Enterocloster bolteae GCF_000154365,Lachnospira eligens_A AF35-21,0.32427,neg,-0.32427,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF35-21,0.88286,pos,0.88286,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF35-21,0.94435,pos,0.94435,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AF35-21,0.93883,pos,0.93883,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF36-7BH,0.38793,pos,0.38793,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF36-7BH,0.38701,pos,0.38701,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF36-7BH,0.34691,pos,0.34691,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF36-7BH,0.37732,pos,0.37732,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF36-7BH,0.35679,pos,0.35679,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF36-7BH,0.39247,pos,0.39247,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF36-7BH,0.34974,pos,0.34974,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF36-7BH,0.37559,pos,0.37559,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF36-7BH,0.37446,pos,0.37446,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF36-7BH,0.59385,pos,0.59385,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF36-7BH,0.67924,pos,0.67924,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AF36-7BH,0.65744,pos,0.65744,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AF36-7BH,0.65198,pos,0.65198,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF41-18,0.45581,pos,0.45581,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF41-18,0.44385,pos,0.44385,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF41-18,0.4417,pos,0.4417,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF41-18,0.44255,pos,0.44255,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF41-18,0.40254,pos,0.40254,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF41-18,0.44736,pos,0.44736,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF41-18,0.42362,pos,0.42362,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF41-18,0.43872,pos,0.43872,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF41-18,0.43366,pos,0.43366,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AF41-18,0.30702,pos,0.30702,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AF41-18,0.30643,pos,0.30643,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AF41-18,0.33554,pos,0.33554,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AF41-18,0.31702,pos,0.31702,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AF41-18,0.35194,pos,0.35194,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AF41-18,0.31703,pos,0.31703,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AF41-18,0.33917,pos,0.33917,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AF41-18,0.34902,pos,0.34902,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF41-18,0.83386,pos,0.83386,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF41-18,0.91398,pos,0.91398,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AF41-18,0.88539,pos,0.88539,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AF41-18,0.89884,pos,0.89884,0,0
Lachnospira eligens_A AF36-7BH,Lachnospira eligens_A AF41-18,0.68298,pos,0.68298,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF42-3BH,0.44832,pos,0.44832,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF42-3BH,0.43857,pos,0.43857,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF42-3BH,0.39715,pos,0.39715,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF42-3BH,0.39001,pos,0.39001,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF42-3BH,0.39078,pos,0.39078,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF42-3BH,0.40869,pos,0.40869,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF42-3BH,0.38266,pos,0.38266,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF42-3BH,0.40932,pos,0.40932,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF42-3BH,0.39684,pos,0.39684,0,0
Agathobacter faecis GCA_015559645,Lachnospira eligens_A AF42-3BH,0.32791,pos,0.32791,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF42-3BH,0.70387,pos,0.70387,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF42-3BH,0.73375,pos,0.73375,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AF42-3BH,0.72107,pos,0.72107,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AF42-3BH,0.74591,pos,0.74591,0,0
Lachnospira eligens_A AF36-7BH,Lachnospira eligens_A AF42-3BH,0.6301,pos,0.6301,0,0
Lachnospira eligens_A AF41-18,Lachnospira eligens_A AF42-3BH,0.78713,pos,0.78713,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AF45-13BH,0.48126,pos,0.48126,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AF45-13BH,0.48286,pos,0.48286,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AF45-13BH,0.47938,pos,0.47938,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AF45-13BH,0.4835,pos,0.4835,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AF45-13BH,0.44889,pos,0.44889,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AF45-13BH,0.47908,pos,0.47908,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AF45-13BH,0.44798,pos,0.44798,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AF45-13BH,0.47539,pos,0.47539,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AF45-13BH,0.47248,pos,0.47248,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AF45-13BH,0.33153,pos,0.33153,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AF45-13BH,0.34433,pos,0.34433,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AF45-13BH,0.35097,pos,0.35097,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AF45-13BH,0.33773,pos,0.33773,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AF45-13BH,0.37183,pos,0.37183,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens_A AF45-13BH,0.30213,pos,0.30213,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AF45-13BH,0.33844,pos,0.33844,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AF45-13BH,0.36689,pos,0.36689,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AF45-13BH,0.358,pos,0.358,0,0
Enterocloster bolteae GCF_000154365,Lachnospira eligens_A AF45-13BH,0.30164,neg,-0.30164,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AF45-13BH,0.85298,pos,0.85298,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AF45-13BH,0.94263,pos,0.94263,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AF45-13BH,0.91179,pos,0.91179,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AF45-13BH,0.91709,pos,0.91709,0,0
Lachnospira eligens_A AF36-7BH,Lachnospira eligens_A AF45-13BH,0.69205,pos,0.69205,0,0
Lachnospira eligens_A AF41-18,Lachnospira eligens_A AF45-13BH,0.90141,pos,0.90141,0,0
Lachnospira eligens_A AF42-3BH,Lachnospira eligens_A AF45-13BH,0.7593,pos,0.7593,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AM14-19,0.49533,pos,0.49533,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AM14-19,0.47379,pos,0.47379,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AM14-19,0.49344,pos,0.49344,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AM14-19,0.4889,pos,0.4889,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AM14-19,0.4464,pos,0.4464,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AM14-19,0.49576,pos,0.49576,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AM14-19,0.45654,pos,0.45654,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AM14-19,0.48861,pos,0.48861,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AM14-19,0.47823,pos,0.47823,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AM14-19,0.3809,pos,0.3809,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AM14-19,0.38553,pos,0.38553,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AM14-19,0.39925,pos,0.39925,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AM14-19,0.38494,pos,0.38494,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AM14-19,0.41986,pos,0.41986,0,0
Agathobacter faecis GCA_015556245,Lachnospira eligens_A AM14-19,0.35419,pos,0.35419,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AM14-19,0.39539,pos,0.39539,0,0
Agathobacter faecis GCA_015559645,Lachnospira eligens_A AM14-19,0.33045,pos,0.33045,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AM14-19,0.41632,pos,0.41632,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AM14-19,0.40612,pos,0.40612,0,0
Enterocloster bolteae GCF_000154365,Lachnospira eligens_A AM14-19,0.30025,neg,-0.30025,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AM14-19,0.86473,pos,0.86473,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AM14-19,0.92517,pos,0.92517,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AM14-19,0.92422,pos,0.92422,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AM14-19,0.91094,pos,0.91094,0,0
Lachnospira eligens_A AF36-7BH,Lachnospira eligens_A AM14-19,0.65139,pos,0.65139,0,0
Lachnospira eligens_A AF41-18,Lachnospira eligens_A AM14-19,0.8776,pos,0.8776,0,0
Lachnospira eligens_A AF42-3BH,Lachnospira eligens_A AM14-19,0.72985,pos,0.72985,0,0
Lachnospira eligens_A AF45-13BH,Lachnospira eligens_A AM14-19,0.91438,pos,0.91438,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AM32-2AC,0.5016,pos,0.5016,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AM32-2AC,0.49258,pos,0.49258,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AM32-2AC,0.49135,pos,0.49135,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AM32-2AC,0.50086,pos,0.50086,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AM32-2AC,0.46694,pos,0.46694,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AM32-2AC,0.49925,pos,0.49925,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AM32-2AC,0.46811,pos,0.46811,0,0
Acetatifactor sp. TF08-15,Lachnospira eligens_A AM32-2AC,0.48834,pos,0.48834,0,0
Acetatifactor sp. TM11-1A,Lachnospira eligens_A AM32-2AC,0.48339,pos,0.48339,0,0
Agathobacter faecis 21673_4_84,Lachnospira eligens_A AM32-2AC,0.31303,pos,0.31303,0,0
Agathobacter faecis GCA_001405615,Lachnospira eligens_A AM32-2AC,0.31544,pos,0.31544,0,0
Agathobacter faecis GCA_001406815,Lachnospira eligens_A AM32-2AC,0.32751,pos,0.32751,0,0
Agathobacter faecis GCA_015549075,Lachnospira eligens_A AM32-2AC,0.3086,pos,0.3086,0,0
Agathobacter faecis GCA_015550045,Lachnospira eligens_A AM32-2AC,0.3504,pos,0.3504,0,0
Agathobacter faecis GCA_015558055,Lachnospira eligens_A AM32-2AC,0.31518,pos,0.31518,0,0
Agathobacter faecis GCA_015667215,Lachnospira eligens_A AM32-2AC,0.34194,pos,0.34194,0,0
Agathobacter faecis TF10-5,Lachnospira eligens_A AM32-2AC,0.3305,pos,0.3305,0,0
Lachnospira eligens GCA_000146185,Lachnospira eligens_A AM32-2AC,0.86489,pos,0.86489,0,0
Lachnospira eligens_A AF06-14,Lachnospira eligens_A AM32-2AC,0.94846,pos,0.94846,0,0
Lachnospira eligens_A AF18-47,Lachnospira eligens_A AM32-2AC,0.92288,pos,0.92288,0,0
Lachnospira eligens_A AF35-21,Lachnospira eligens_A AM32-2AC,0.93241,pos,0.93241,0,0
Lachnospira eligens_A AF36-7BH,Lachnospira eligens_A AM32-2AC,0.68427,pos,0.68427,0,0
Lachnospira eligens_A AF41-18,Lachnospira eligens_A AM32-2AC,0.89905,pos,0.89905,0,0
Lachnospira eligens_A AF42-3BH,Lachnospira eligens_A AM32-2AC,0.7633,pos,0.7633,0,0
Lachnospira eligens_A AF45-13BH,Lachnospira eligens_A AM32-2AC,0.94482,pos,0.94482,0,0
Lachnospira eligens_A AM14-19,Lachnospira eligens_A AM32-2AC,0.91291,pos,0.91291,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira eligens_A AM37-3BH,0.51327,pos,0.51327,0,0
Acetatifactor sp. 13470_2_92,Lachnospira eligens_A AM37-3BH,0.48485,pos,0.48485,0,0
Acetatifactor sp. AF34-10BH,Lachnospira eligens_A AM37-3BH,0.50131,pos,0.50131,0,0
Acetatifactor sp. AF36-18BH,Lachnospira eligens_A AM37-3BH,0.50555,pos,0.50555,0,0
Acetatifactor sp. AF46-9NS,Lachnospira eligens_A AM37-3BH,0.46534,pos,0.46534,0,0
Acetatifactor sp. AM34-9AC,Lachnospira eligens_A AM37-3BH,0.50746,pos,0.50746,0,0
Acetatifactor sp. GCA_003584705,Lachnospira eligens_A AM37-3BH,0.47679,pos,0.47679,0,0
