feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_001406835,0.44009,pos,0.44009,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_001406835,0.46773,pos,0.46773,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_001406835,0.42645,pos,0.42645,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_001406835,0.45951,pos,0.45951,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_001406835,0.43479,pos,0.43479,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_001406835,0.46606,pos,0.46606,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_001406835,0.41112,pos,0.41112,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_001406835,0.44333,pos,0.44333,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_001406835,0.45014,pos,0.45014,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_001406835,0.45022,pos,0.45022,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_001406835,0.44559,pos,0.44559,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_001406835,0.44504,pos,0.44504,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_001406835,0.44362,pos,0.44362,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_001406835,0.77923,pos,0.77923,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_001406835,0.37812,pos,0.37812,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_001406835,0.83378,pos,0.83378,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_001406835,0.76738,pos,0.76738,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_001406835,0.77822,pos,0.77822,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_001406835,0.78291,pos,0.78291,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_001406835,0.8113,pos,0.8113,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_001406835,0.7903,pos,0.7903,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_001406835,0.71376,pos,0.71376,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_001406835,0.81763,pos,0.81763,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_008123415,0.47298,pos,0.47298,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_008123415,0.50721,pos,0.50721,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_008123415,0.4726,pos,0.4726,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_008123415,0.49903,pos,0.49903,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_008123415,0.49117,pos,0.49117,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_008123415,0.49881,pos,0.49881,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_008123415,0.46198,pos,0.46198,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_008123415,0.49998,pos,0.49998,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_008123415,0.48383,pos,0.48383,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_008123415,0.49918,pos,0.49918,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_008123415,0.49079,pos,0.49079,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_008123415,0.47927,pos,0.47927,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_008123415,0.43894,pos,0.43894,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_008123415,0.71706,pos,0.71706,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_008123415,0.41286,pos,0.41286,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_008123415,0.72877,pos,0.72877,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_008123415,0.69273,pos,0.69273,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_008123415,0.72106,pos,0.72106,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_008123415,0.70977,pos,0.70977,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_008123415,0.7411,pos,0.7411,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_008123415,0.71951,pos,0.71951,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_008123415,0.6291,pos,0.6291,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_008123415,0.75425,pos,0.75425,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_008123415,0.78558,pos,0.78558,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_013300625,0.32331,pos,0.32331,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_013300625,0.35446,pos,0.35446,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_013300625,0.32148,pos,0.32148,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_013300625,0.33369,pos,0.33369,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_013300625,0.36106,pos,0.36106,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_013300625,0.3415,pos,0.3415,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_013300625,0.3526,pos,0.3526,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_013300625,0.34921,pos,0.34921,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_013300625,0.35932,pos,0.35932,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_013300625,0.37559,pos,0.37559,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_013300625,0.36269,pos,0.36269,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_013300625,0.35657,pos,0.35657,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_013300625,0.40626,pos,0.40626,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_013300625,0.6668,pos,0.6668,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_013300625,0.51168,pos,0.51168,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_013300625,0.67497,pos,0.67497,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_013300625,0.60236,pos,0.60236,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_013300625,0.71795,pos,0.71795,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_013300625,0.6733,pos,0.6733,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_013300625,0.70774,pos,0.70774,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_013300625,0.69118,pos,0.69118,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_013300625,0.65096,pos,0.65096,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_013300625,0.71549,pos,0.71549,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_013300625,0.64245,pos,0.64245,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_013300625,0.61511,pos,0.61511,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_013303775,0.32747,pos,0.32747,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_013303775,0.31945,pos,0.31945,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_013303775,0.33639,pos,0.33639,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_013303775,0.3224,pos,0.3224,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_013303775,0.34475,pos,0.34475,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_013303775,0.31791,pos,0.31791,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_013303775,0.33022,pos,0.33022,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_013303775,0.33452,pos,0.33452,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_013303775,0.33203,pos,0.33203,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_013303775,0.34036,pos,0.34036,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_013303775,0.32383,pos,0.32383,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_013303775,0.39088,pos,0.39088,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_013303775,0.69017,pos,0.69017,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_013303775,0.42921,pos,0.42921,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_013303775,0.71546,pos,0.71546,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_013303775,0.62594,pos,0.62594,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_013303775,0.73575,pos,0.73575,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_013303775,0.7032,pos,0.7032,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_013303775,0.73152,pos,0.73152,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_013303775,0.71845,pos,0.71845,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_013303775,0.68685,pos,0.68685,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_013303775,0.71743,pos,0.71743,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_013303775,0.72286,pos,0.72286,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_013303775,0.60967,pos,0.60967,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_013303775,0.68201,pos,0.68201,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_013303845,0.38607,pos,0.38607,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_013303845,0.42523,pos,0.42523,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_013303845,0.39967,pos,0.39967,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_013303845,0.41109,pos,0.41109,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_013303845,0.40332,pos,0.40332,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_013303845,0.43895,pos,0.43895,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_013303845,0.39028,pos,0.39028,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_013303845,0.41436,pos,0.41436,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_013303845,0.43914,pos,0.43914,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_013303845,0.40439,pos,0.40439,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_013303845,0.41436,pos,0.41436,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_013303845,0.40928,pos,0.40928,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_013303845,0.37804,pos,0.37804,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_013303845,0.6799,pos,0.6799,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_013303845,0.37658,pos,0.37658,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_013303845,0.72919,pos,0.72919,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_013303845,0.60609,pos,0.60609,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_013303845,0.73218,pos,0.73218,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_013303845,0.68283,pos,0.68283,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_013303845,0.73672,pos,0.73672,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_013303845,0.70323,pos,0.70323,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_013303845,0.66993,pos,0.66993,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_013303845,0.75465,pos,0.75465,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_013303845,0.72661,pos,0.72661,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_013303845,0.67572,pos,0.67572,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_013303845,0.58636,pos,0.58636,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_013303845,0.68392,pos,0.68392,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_015551295,0.3744,pos,0.3744,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_015551295,0.41016,pos,0.41016,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_015551295,0.41016,pos,0.41016,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_015551295,0.42502,pos,0.42502,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_015551295,0.38985,pos,0.38985,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_015551295,0.43472,pos,0.43472,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_015551295,0.40746,pos,0.40746,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_015551295,0.42151,pos,0.42151,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_015551295,0.44433,pos,0.44433,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_015551295,0.42741,pos,0.42741,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_015551295,0.43681,pos,0.43681,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_015551295,0.43211,pos,0.43211,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_015551295,0.51272,pos,0.51272,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_015551295,0.87864,pos,0.87864,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_015551295,0.50445,pos,0.50445,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_015551295,0.9042,pos,0.9042,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_015551295,0.75013,pos,0.75013,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_015551295,0.8517,pos,0.8517,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_015551295,0.8727,pos,0.8727,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_015551295,0.88308,pos,0.88308,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_015551295,0.86743,pos,0.86743,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_015551295,0.7811,pos,0.7811,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_015551295,0.88737,pos,0.88737,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_015551295,0.78256,pos,0.78256,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_015551295,0.70001,pos,0.70001,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_015551295,0.64773,pos,0.64773,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_015551295,0.69272,pos,0.69272,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis GCA_015551295,0.69813,pos,0.69813,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_015553565,0.3658,pos,0.3658,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_015553565,0.41073,pos,0.41073,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_015553565,0.39428,pos,0.39428,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_015553565,0.41206,pos,0.41206,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_015553565,0.41477,pos,0.41477,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_015553565,0.40346,pos,0.40346,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_015553565,0.37203,pos,0.37203,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_015553565,0.39288,pos,0.39288,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_015553565,0.4276,pos,0.4276,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_015553565,0.4004,pos,0.4004,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_015553565,0.40318,pos,0.40318,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_015553565,0.40873,pos,0.40873,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_015553565,0.50094,pos,0.50094,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_015553565,0.81507,pos,0.81507,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_015553565,0.53316,pos,0.53316,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_015553565,0.86423,pos,0.86423,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_015553565,0.71162,pos,0.71162,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_015553565,0.8252,pos,0.8252,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_015553565,0.81927,pos,0.81927,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_015553565,0.85123,pos,0.85123,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_015553565,0.84664,pos,0.84664,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_015553565,0.77521,pos,0.77521,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_015553565,0.8654,pos,0.8654,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_015553565,0.75806,pos,0.75806,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_015553565,0.68725,pos,0.68725,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_015553565,0.6761,pos,0.6761,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_015553565,0.67098,pos,0.67098,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis GCA_015553565,0.66755,pos,0.66755,0,0
Agathobacter rectalis GCA_015551295,Agathobacter rectalis GCA_015553565,0.8663,pos,0.8663,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_015557515,0.37584,pos,0.37584,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_015557515,0.42508,pos,0.42508,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_015557515,0.38949,pos,0.38949,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_015557515,0.41758,pos,0.41758,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_015557515,0.40018,pos,0.40018,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_015557515,0.41522,pos,0.41522,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_015557515,0.39659,pos,0.39659,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_015557515,0.40826,pos,0.40826,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_015557515,0.41034,pos,0.41034,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_015557515,0.39989,pos,0.39989,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_015557515,0.40139,pos,0.40139,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_015557515,0.40331,pos,0.40331,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_015557515,0.43948,pos,0.43948,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_015557515,0.81745,pos,0.81745,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_015557515,0.41917,pos,0.41917,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_015557515,0.87341,pos,0.87341,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_015557515,0.75988,pos,0.75988,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_015557515,0.8397,pos,0.8397,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_015557515,0.84084,pos,0.84084,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_015557515,0.85501,pos,0.85501,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_015557515,0.85684,pos,0.85684,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_015557515,0.76885,pos,0.76885,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_015557515,0.87709,pos,0.87709,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_015557515,0.90433,pos,0.90433,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_015557515,0.78283,pos,0.78283,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_015557515,0.66628,pos,0.66628,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_015557515,0.76543,pos,0.76543,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis GCA_015557515,0.76572,pos,0.76572,0,0
Agathobacter rectalis GCA_015551295,Agathobacter rectalis GCA_015557515,0.82558,pos,0.82558,0,0
Agathobacter rectalis GCA_015553565,Agathobacter rectalis GCA_015557515,0.80734,pos,0.80734,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_015669665,0.4037,pos,0.4037,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_015669665,0.44056,pos,0.44056,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_015669665,0.42755,pos,0.42755,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_015669665,0.44963,pos,0.44963,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_015669665,0.43843,pos,0.43843,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_015669665,0.45507,pos,0.45507,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_015669665,0.43097,pos,0.43097,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_015669665,0.4413,pos,0.4413,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_015669665,0.47858,pos,0.47858,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_015669665,0.43639,pos,0.43639,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_015669665,0.44805,pos,0.44805,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_015669665,0.44372,pos,0.44372,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_015669665,0.49416,pos,0.49416,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_015669665,0.87434,pos,0.87434,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_015669665,0.53748,pos,0.53748,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_015669665,0.9108,pos,0.9108,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_015669665,0.77519,pos,0.77519,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_015669665,0.88018,pos,0.88018,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_015669665,0.87125,pos,0.87125,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_015669665,0.91383,pos,0.91383,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_015669665,0.88648,pos,0.88648,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_015669665,0.82625,pos,0.82625,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_015669665,0.92474,pos,0.92474,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_015669665,0.79735,pos,0.79735,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_015669665,0.73064,pos,0.73064,0,0
